Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL,language
8,LC Petry,Some remarks on ontological-cognitive structures in the metaverse,2009.0,Journal For Virtual Worlds Research,jvwr-ojs-utexas-stage.tdl.org,https://jvwr-ojs-utexas-stage.tdl.org/jvwr/index.php/jvwr/article/view/770,"https://scholar.google.com/scholar?cites=132369306927500442&as_sdt=2005&sciodt=0,5&hl=en",103,2022-02-14 11:32:39,,,,,,,,,8,0.62,8,1,13.0,"… metaverse, we are oriented to think it as digital life forms1. On the other hand, it will be inside the discussion of the plastic foundations of the concept of metaverse … of the metaverse, for …",https://jvwr-ojs-utexas-stage.tdl.org/jvwr/index.php/jvwr/article/download/770/713,"https://scholar.google.com/scholar?q=related:mgyU7i5F1gEJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
3,E Ayiter,"Spatial poetics, place, non-place and storyworlds: Intimate spaces for metaverse avatars",2019.0,Technoetic Arts,ingentaconnect.com,https://www.ingentaconnect.com/content/intellect/ta/2019/00000017/f0020001/art00013,"https://scholar.google.com/scholar?cites=15948371829954847552&as_sdt=2005&sciodt=0,5&hl=en",104,2022-02-14 11:32:39,,,,,,,,,3,1.0,3,1,3.0,"This article will ask questions that connect the conceptions of Marc Augé's 'place/non-place' and Gaston Bachelard's 'poetic space' to the avatar of real-time, perpetual, online, three-…",,"https://scholar.google.com/scholar?q=related:QCNOZq7_U90J:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
7,G Gómez-Diago,"Brainflowing, virtual/physical space and the flow of communication: An explanatory approach to the metaverse through a tool designed for brainstorming",2010.0,Metaverse Creativity (new title: Virtual …,ingentaconnect.com,https://www.ingentaconnect.com/content/intellect/mecr/2010/00000001/00000001/art00005,"https://scholar.google.com/scholar?cites=5648124705773105187&as_sdt=2005&sciodt=0,5&hl=en",105,2022-02-14 11:32:39,,,,,,,,,7,0.58,7,1,12.0,"This article will focus on a tool developed by the author called Brainflowing, which was created specifically for brainstorming in sessions undertaken in Second Life.While this tool is the …",https://www.researchgate.net/profile/Gloria-Gomez-Diago/publication/233699504_Brainflowing_virtualphysical_space_and_the_flow_of_communication_An_explanatory_approach_to_the_metaverse_through_a_tool_designed_for_brainstorming/links/564b99a208ae3374e5ddc40e/Brainflowing-virtual-physical-space-and-the-flow-of-communication-An-explanatory-approach-to-the-metaverse-through-a-tool-designed-for-brainstorming.pdf,"https://scholar.google.com/scholar?q=related:I7C2rn4rYk4J:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
0,D Duncan,"Virtual Life, the Metaverse and Everything",2009.0,,digitalcommons.macalester.edu,https://digitalcommons.macalester.edu/libtech_conf/2009/presentations/44/,,106,2022-02-14 11:32:39,,,,,,,,,0,0.0,0,1,13.0,This presentation will provide an overview of how immersive learning and libraries have adopted virtual worlds as a catalyst for the development of new applications of technology to …,,,english
5,"Y Ando, R Thawonmas, F Rinaldo",Level of interest in observed exhibits in metaverse museums,2012.0,Proceedings of the …,ice.ci.ritsumei.ac.jp,http://www.ice.ci.ritsumei.ac.jp/~ruck/PAP/iicst12.pdf,"https://scholar.google.com/scholar?cites=887212483190328025&as_sdt=2005&sciodt=0,5&hl=en",107,2022-02-14 11:32:39,PDF,,,,,,,,5,0.5,2,3,10.0,"… in a Metaverse museum from a movement log. The backgrounds of this research are the expanding demand of Metaverse … To use recommendation systems in Metaverse museums, we …",http://www.ice.ci.ritsumei.ac.jp/~ruck/PAP/iicst12.pdf,"https://scholar.google.com/scholar?q=related:2QrahA0DUAwJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",azerbaijani
7,"V Verdot, A Saidi",Virtual hybrid communications–a telecom infrastructure for the Metaverse,2011.0,Journal For Virtual Worlds Research,jvwr-ojs-utexas.tdl.org,https://jvwr-ojs-utexas.tdl.org/jvwr/index.php/jvwr/article/view/6128,"https://scholar.google.com/scholar?cites=11488995084159749311&as_sdt=2005&sciodt=0,5&hl=en",108,2022-02-14 11:32:39,,,,,,,,,7,0.64,4,2,11.0,"More and more people dive into Virtual Worlds, experiencing the reality of parallel universes in almost every sector. Moreover, these virtual environments actually generate"" real money"" …",https://jvwr-ojs-utexas.tdl.org/jvwr/index.php/jvwr/article/viewFile/6128/5785,"https://scholar.google.com/scholar?q=related:vwyNYSgccZ8J:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
1,"CS Kim, Y Lee, H Ahn",A Study on the Metaverse: Focused on the Application of News Big Data Service and Case Study,2021.0,Journal of Korea Society of Digital …,koreascience.or.kr,https://www.koreascience.or.kr/article/JAKO202119060128545.page?_escaped_fragment_=,"https://scholar.google.com/scholar?cites=12200126760840254157&as_sdt=2005&sciodt=0,5&hl=en",109,2022-02-14 11:32:39,,,,,,,,,1,1.0,0,3,1.0,"… This study intends to help understand the Metaverse through a case analysis of Zepeto, … are 1,663 articles on the Metaverse. This study suggests that the Metaverse should now be …",,"https://scholar.google.com/scholar?q=related:zdKeYqaOT6kJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
5,E Ayiter,"Further dimensions: Text, typography and play in the Metaverse",2012.0,2012 International Conference on Cyberworlds,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/6337437/,"https://scholar.google.com/scholar?cites=3965094036950930857&as_sdt=2005&sciodt=0,5&hl=en",110,2022-02-14 11:32:39,,,,,,,,,5,0.5,5,1,10.0,… Instead metaverse residents are expected to formulate the … reasons to stay in the metaverse is to be creatively active [1]. … the open market economy of the metaverse. A further display of …,https://ieeexplore.ieee.org/iel5/6336442/6337397/06337437.pdf,"https://scholar.google.com/scholar?q=related:qdV6xQTYBjcJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
3,GF Martín,Social and psychological impact of musical collective creative processes in virtual environments; Te Avatar Orchestra Metaverse in Second Life. Musica/Tecnologia …,2018.0,Technology,torrossa.com,https://www.torrossa.com/gs/resourceProxy?an=4407564&publisher=FF3888#page=76,"https://scholar.google.com/scholar?cites=14598539969700413303&as_sdt=2005&sciodt=0,5&hl=en",111,2022-02-14 11:32:39,,,,,,,,,3,0.75,3,1,4.0,"Virtuality is presented as a space for creation and expansion of physical reality. The perception and relationship of creative processes such as music, performance or experimentation …",https://oajournals.fupress.net/index.php/mt/article/download/7479/7477,"https://scholar.google.com/scholar?q=related:d79VjcFumMoJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",dutch
7,M Kizelshteyn,Therapy and the metaverse: Second Life® and the changing conditions of therapy for convalescent and chronically ill users,2008.0,,openscholarship.wustl.edu,https://openscholarship.wustl.edu/vol4_iss1/157/,"https://scholar.google.com/scholar?cites=13642460611057693642&as_sdt=2005&sciodt=0,5&hl=en",112,2022-02-14 11:32:39,,,,,,,,,7,0.5,7,1,14.0,"This study examines the therapeutic utility of 3D Massively Multi-User Virtual Environments (MMVE’s), specifically Second Life®, for convalescent and chronically ill users. Wheelies, a …",,"https://scholar.google.com/scholar?q=related:yjNaGKXBU70J:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
5,I Huvila,Sorting Out the Metaverse and How the Metaverse Is Sorting Us Out,2013.0,The Immersive Internet,Springer,https://link.springer.com/chapter/10.1057/9781137283023_17,"https://scholar.google.com/scholar?cites=11158136902278566770&as_sdt=2005&sciodt=0,5&hl=en",113,2022-02-14 11:32:39,,10.1057/9781137283023_17,,,,,,,5,0.56,5,1,9.0,"… in the metaverse, we learn them in a metaverse way. If we are informed, the metaverse is the way we are being informed. If we are participating in the metaverse, metaverse becomes a …",,"https://scholar.google.com/scholar?q=related:ctN972Sq2ZoJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
0,"CT Nguyen, DT Hoang, DN Nguyen…",MetaChain: A Novel Blockchain-based Framework for Metaverse Applications,2021.0,arXiv preprint arXiv …,arxiv.org,https://arxiv.org/abs/2201.00759,,114,2022-02-14 11:32:39,,,,,,,,,0,0.0,0,4,1.0,"… Metaverse Service Provider (MSP) and the Metaverse users (MUs). In addition, to allow the MSP to efficiently allocate its resources for Metaverse … MUs to support Metaverse operations, …",https://arxiv.org/pdf/2201.00759,"https://scholar.google.com/scholar?q=related:tNoTlW0F3hYJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
0,"D Buhalis, N Karatay",Mixed Reality (MR) for Generation Z in Cultural Heritage Tourism Towards Metaverse,2022.0,ENTER22 e-Tourism Conference,Springer,https://link.springer.com/chapter/10.1007/978-3-030-94751-4_2,,115,2022-02-14 11:32:39,HTML,10.1007/978-3-030-94751-4_2,,,,,,,0,0.0,0,2,1.0,… Metaverse in tourism and cultural heritage sites will undoubtedly support Gen Z to cocreate … Metaverse in Tourism uses physical reality combined with MR (AR and VR) to converge all …,https://link.springer.com/chapter/10.1007/978-3-030-94751-4_2,"https://scholar.google.com/scholar?q=related:yNb7E-Yolk4J:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
5,E Ayiter,"Synthetic worlds, synthetic strategies: Attaining creativity in the metaverse",2011.0,Metaplasticity in Virtual Worlds: Aesthetics and …,igi-global.com,https://www.igi-global.com/chapter/metaplasticity-virtual-worlds/50385,"https://scholar.google.com/scholar?cites=17610998325992911699&as_sdt=2005&sciodt=0,5&hl=en",116,2022-02-14 11:32:39,,,,,,,,,5,0.45,5,1,11.0,"… nature of the metaverse herself does indeed … of the metaverse have manifested. Most of these campuses have been built as exact replicas of their physical counterparts, thus metaverse …",http://research.sabanciuniv.edu/14449/1/synthetic-worlds-synthetic-strategies.pdf,"https://scholar.google.com/scholar?q=related:U3POoKvVZvQJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
7,D Schackman,"… , 34.95 (pbk) Peter Ludlow and Mark Wallace, The Second Life Herald: The Virtual Tabloid that Witnessed the Dawn of the Metaverse. Cambridge, MA: The MIT Press …",2009.0,New Media & Society,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/1461444809106702,"https://scholar.google.com/scholar?cites=11752738706124218485&as_sdt=2005&sciodt=0,5&hl=en",117,2022-02-14 11:32:39,,10.1177/1461444809106702,,,,,,,7,0.54,7,1,13.0,"The past few years have witnessed a creative ferment among what has been heretofore referred to as amateur content producers, empowered by increasingly accessible and affordable …","https://scholar.google.com/scholar?output=instlink&q=info:daCEpJUdGqMJ:scholar.google.com/&hl=en&as_sdt=0,5&scillfp=10905923064700784342&oi=lle","https://scholar.google.com/scholar?q=related:daCEpJUdGqMJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
5,"C Calongne, P Sheehy, A Stricker",Gemeinschaft identity in a gesellschaft metaverse,2013.0,The Immersive Internet,Springer,https://link.springer.com/chapter/10.1057/9781137283023_16,"https://scholar.google.com/scholar?cites=14025855113232732393&as_sdt=2005&sciodt=0,5&hl=en",118,2022-02-14 11:32:39,,10.1057/9781137283023_16,,,,,,,5,0.56,2,3,9.0,… perspectives on instrumental uses of the metaverse. Escaping these tactical instrumental … and gesellschaft spaces in the metaverse. The metaverse both facilitates the opportunity to …,,"https://scholar.google.com/scholar?q=related:6VBVz-nYpcIJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",azerbaijani
1,KA Lee,A Study on Immersive Media Technology in the Metaverse World,2021.0,Journal of the Korea Society of Computer and …,koreascience.or.kr,https://www.koreascience.or.kr/article/JAKO202128054574787.page,"https://scholar.google.com/scholar?cites=16350659736878591598&as_sdt=2005&sciodt=0,5&hl=en",119,2022-02-14 11:32:39,,,,,,,,,1,1.0,1,1,1.0,"… Metaverse era, a new virtual convergence platform based on virtual and reality. This study analyzed ZEPETO, a Metaverse … the Metaverse platform. We look to find key items to activate a …",https://www.koreascience.or.kr/article/JAKO202128054574787.pdf,"https://scholar.google.com/scholar?q=related:bi7us2Y26eIJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
6,C Ondrejka,Escaping the Gilded Cage: User Created Content and Building the Metaverse,2005.0,NYLS Law Review,digitalcommons.nyls.edu,https://digitalcommons.nyls.edu/cgi/viewcontent.cgi?article=1310&context=nyls_law_review,"https://scholar.google.com/scholar?cites=13777415222983811690&as_sdt=2005&sciodt=0,5&hl=en",120,2022-02-14 11:32:39,PDF,,,,,,,,6,0.35,6,1,17.0,"… Unfortunately, creating the Metaverse proved to be an extremely difficult technical problem. … to build the Metaverse have left the concept of a broadly appealing Metaverse out of favor …",https://digitalcommons.nyls.edu/cgi/viewcontent.cgi?article=1310&context=nyls_law_review,"https://scholar.google.com/scholar?q=related:amICQSY2M78J:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
6,TC Cunningham,Marching Toward the Metaverse; Strategic Communication Through the New Media,2010.0,,apps.dtic.mil,https://apps.dtic.mil/sti/citations/ADA522953,"https://scholar.google.com/scholar?cites=9355275501388721550&as_sdt=2005&sciodt=0,5&hl=en",121,2022-02-14 11:32:39,,,,,,,,,6,0.5,6,1,12.0,"Traditional models representing how messages are communicated through traditional media are inappropriate for depicting how they are communicated or, rather, exchanged through …",https://apps.dtic.mil/sti/pdfs/ADA522953.pdf,"https://scholar.google.com/scholar?q=related:jm0wjICd1IEJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
1,"P De Decker, S Peterson",Beyond Virtual or Physical Environments: Building a Research Metaverse A White Paper for NDRIO's Canadian Digital Research Needs Assessment,2020.0,,engagedri.ca,https://engagedri.ca/assets/uploads/documents/whitepapers/NDRIO-White-Paper-Digital-Metaverse-DeDeckerPeterson.pdf,"https://scholar.google.com/scholar?cites=16750125033711618545&as_sdt=2005&sciodt=0,5&hl=en",122,2022-02-14 11:32:39,PDF,,,,,,,,1,0.5,1,2,2.0,"Digital connectivity and physical connection are as never before preoccupations of our global society. As virtual is temporarily no longer just an option, but our only choice, there is a …",https://engagedri.ca/assets/uploads/documents/whitepapers/NDRIO-White-Paper-Digital-Metaverse-DeDeckerPeterson.pdf,"https://scholar.google.com/scholar?q=related:8UnC4fhldOgJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
1,"S Lee, G Ha, H Kim, S Kim",A collaborative Serious Game for fire disaster evacuation drill in Metaverse,2021.0,Journal of Platform Technology,koreascience.or.kr,https://www.koreascience.or.kr/article/JAKO202131541879420.page,"https://scholar.google.com/scholar?cites=10626518815615850496&as_sdt=2005&sciodt=0,5&hl=en",123,2022-02-14 11:32:39,,,,,,,,,1,1.0,0,4,1.0,The purpose of Serious games in immersive Metaverse platform to provide users both fun and intriguing learning experiences. We proposes a serious game for self-trainable fire …,https://www.koreascience.or.kr/article/JAKO202131541879420.pdf,"https://scholar.google.com/scholar?q=related:AJjJo4_6eJMJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
0,"R Cheng, N Wu, S Chen, B Han","Will Metaverse be NextG Internet? Vision, Hype, and Reality",2022.0,arXiv preprint arXiv:2201.12894,arxiv.org,https://arxiv.org/abs/2201.12894,,124,2022-02-14 11:32:39,,,,,,,,,0,0.0,0,4,1.0,… the Metaverse. This article first presents our vision of what the key requirements of Metaverse … that can be viewed as early prototypes of Metaverse and conducts a reality check by diving …,https://arxiv.org/pdf/2201.12894,,english
0,"T Braud, LH Lee, A Alhilal, CB Fernández…",DiOS--An Extended Reality Operating System for the Metaverse,2022.0,arXiv preprint arXiv …,arxiv.org,https://arxiv.org/abs/2201.03256,,125,2022-02-14 11:32:39,,,,,,,,,0,0.0,0,5,1.0,"Driven by the recent improvements in device and networks capabilities, Extended Reality (XR) is becoming more pervasive; industry and academia alike envision ambitious projects …",https://arxiv.org/pdf/2201.03256,"https://scholar.google.com/scholar?q=related:WC1RA52ZTbMJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
6,EH Spence,Meta Ethics for the Metaverse: The Ethics of Virtual Worlds,2008.0,Current Issues in Computing and Philosophy,books.google.com,https://books.google.com/books?hl=en&lr=&id=H3B9Wa9-GR0C&oi=fnd&pg=PA3&dq=metaverse&ots=vjH3QTeWEG&sig=nNPnYg_x53ySEdXyANY1eAznngg,"https://scholar.google.com/scholar?cites=7480111926969637102&as_sdt=2005&sciodt=0,5&hl=en",126,2022-02-14 11:32:39,,,,,,,,,6,0.43,6,1,14.0,"After a brief introduction that sets out the overall argument of the paper in summary, the second part of the paper will offer a meta-ethical framework based on the moral theory of Alan …",https://www.researchgate.net/profile/Edward-Spence/publication/234824743_Meta_Ethics_for_the_Metaverse_The_Ethics_of_Virtual_Worlds/links/02e7e51aabb6cac8d9000000/Meta-Ethics-for-the-Metaverse-The-Ethics-of-Virtual-Worlds.pdf,"https://scholar.google.com/scholar?q=related:7hgwjyqyzmcJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
4,"U Rauch, M Cohodas, T Wang",The Arts 3D VLE Metaverse as a network of imagination,2009.0,Innovate: Journal of Online …,learntechlib.org,https://www.learntechlib.org/p/104309/,"https://scholar.google.com/scholar?cites=1041387753792377624&as_sdt=2005&sciodt=0,5&hl=en",127,2022-02-14 11:32:39,,,,,,,,,4,0.31,1,3,13.0,"… The Arts Metaverse has been developed on the principle that … In this spirit, the Arts Metaverse Project aims to make … While projects developed for the Arts Metaverse thus far have …",https://www.learntechlib.org/p/104309/article_104309.pdf,"https://scholar.google.com/scholar?q=related:GJM8AqXAcw4J:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
4,"H Kanematsu, Y Fukumura, DM Barry, SY Sohn…","Conversation Analysis of PBL in Metaverse for Students from the USA, Korea and Japan",2010.0,"… Education, ICEE-2010 …",ineer.org,https://www.ineer.org/Events/ICEE2010/papers/M13C/Paper_1118_1313.pdf,"https://scholar.google.com/scholar?cites=6089490188950409050&as_sdt=2005&sciodt=0,5&hl=en",128,2022-02-14 11:32:39,PDF,,,,,,,,4,0.33,1,5,12.0,"… e-learning in Metaverse. In this new educational experiment (carried out in Metaverse) the … Therefore, a language grid system was used for the Metaverse learning environment. In this …",https://www.ineer.org/Events/ICEE2010/papers/M13C/Paper_1118_1313.pdf,"https://scholar.google.com/scholar?q=related:Wo-dNxA3glQJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
4,"A Vernaza, VI Armuelles, I Ruiz",Towards to an open and interoperable virtual learning enviroment using Metaverse at University of Panama,2012.0,2012 Technologies Applied to …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/6235458/,"https://scholar.google.com/scholar?cites=3266166674573618107&as_sdt=2005&sciodt=0,5&hl=en",129,2022-02-14 11:32:39,,,,,,,,,4,0.4,1,3,10.0,"… of wikis, etc) we integrated the Metaverse with the LCMS platform Moodle as shown Figure 2. … using augmented reality resources managed from the Metaverse, the option of additional …",https://ieeexplore.ieee.org/iel5/6231997/6235394/06235458.pdf,"https://scholar.google.com/scholar?q=related:u-stH0nBUy0J:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
0,"SH Lee, YE Lee, SW Lee",Toward Imagined Speech based Smart Communication System: Potential Applications on Metaverse Conditions,2021.0,arXiv preprint arXiv:2112.08569,arxiv.org,https://arxiv.org/abs/2112.08569,,130,2022-02-14 11:32:39,,,,,,,,,0,0.0,0,3,1.0,"… (such as virtual reality, augmented reality, and metaverse conditions), BTS may be the new … potential applications of BTS system to the metaverse conditions. We present a pseudoonline …",https://arxiv.org/pdf/2112.08569,"https://scholar.google.com/scholar?q=related:SFFadZxjWU8J:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",azerbaijani
1,"A Baía Reis, M Ashmore","From video streaming to virtual reality worlds: an academic, reflective, and creative study on live theatre and performance in the metaverse",2022.0,… Journal of Performance Arts and Digital …,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.1080/14794713.2021.2024398,"https://scholar.google.com/scholar?cites=12917822735471844603&as_sdt=2005&sciodt=0,5&hl=en",131,2022-02-14 11:32:39,,10.1080/14794713.2021.2024398,,,,,,,1,1.0,1,2,1.0,"… In VR theatre within the metaverse, these distinct lines are … I believe the entry point to the metaverse is video game … audience in performances in the metaverse. Video games place the …",,"https://scholar.google.com/scholar?q=related:-5xDG1ZTRbMJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
5,"S Bardzell, K Shankar",Video game technologies and virtual design: a study of virtual design teams in a metaverse,2007.0,International Conference on Virtual Reality,Springer,https://link.springer.com/chapter/10.1007/978-3-540-73335-5_65,"https://scholar.google.com/scholar?cites=448433741166000912&as_sdt=2005&sciodt=0,5&hl=en",132,2022-02-14 11:32:39,,10.1007/978-3-540-73335-5_65,,,,,,,5,0.33,3,2,15.0,"Massively Multiplayer Online Games (MMOGs) are no longer just games. “Metaverses,” a variant of these games, which include Second Life and Active Worlds, represent some of the …",https://link.springer.com/content/pdf/10.1007/978-3-540-73335-5_65.pdf,"https://scholar.google.com/scholar?q=related:ELt_lxwoOQYJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
4,"S Farjami, R Taguchi, KT Nakahira…",Multilingual problem based learning in metaverse,2011.0,… on Knowledge-Based …,Springer,https://link.springer.com/chapter/10.1007/978-3-642-23854-3_53,"https://scholar.google.com/scholar?cites=125786385863540262&as_sdt=2005&sciodt=0,5&hl=en",133,2022-02-14 11:32:39,,10.1007/978-3-642-23854-3_53,,,,,,,4,0.36,1,4,11.0,The authors have established an e-learning system by utilizing Second life and language grid system where virtual and multilingual discussions would be possible. To investigate the …,,"https://scholar.google.com/scholar?q=related:Jv75Lg3ivgEJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",azerbaijani
3,E Swilley,Moving Virtual Retail into Reality: Examining Metaverse and Augmented Reality in the Online Shopping Experience,2016.0,"Looking Forward, Looking Back: Drawing on the Past …",Springer,https://link.springer.com/chapter/10.1007/978-3-319-24184-5_163,"https://scholar.google.com/scholar?cites=15253114571022884486&as_sdt=2005&sciodt=0,5&hl=en",134,2022-02-14 11:32:39,,10.1007/978-3-319-24184-5_163,,,,,,,3,0.5,3,1,6.0,"… Specifically, what are the responses to metaverse and AR in a retail setting? As both … significant to both metaverse and AR. We also propose that AR and metaverse retailing are equally …",,"https://scholar.google.com/scholar?q=related:hl4nTOPyrdMJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
1,"SH Han, EJ Kim",2.5 D Metaverse Game Engine using Java,2007.0,Journal of Korea Multimedia Society,koreascience.or.kr,https://www.koreascience.or.kr/article/JAKO200729264790697.page,"https://scholar.google.com/scholar?cites=11958705154628867913&as_sdt=2005&sciodt=0,5&hl=en",135,2022-02-14 11:32:39,,,,,,,,,1,0.07,1,2,15.0,"The game was mainly developed using the C/C++ language and DirectX in the current computer and mobile field. But, if we use these limited language, we can suppress a diversity of …",https://www.koreascience.or.kr/article/JAKO200729264790697.pdf,"https://scholar.google.com/scholar?q=related:SVdJa_ra9aUJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
4,"R Thawonmas, T Shuda",Frame selection for automatic comic generation from museum playlog in metaverse,2011.0,Proc. of IADIS International …,ice.ci.ritsumei.ac.jp,http://www.ice.ci.ritsumei.ac.jp/~ruck/PAP/iadis11.pdf,"https://scholar.google.com/scholar?cites=1693670659523907435&as_sdt=2005&sciodt=0,5&hl=en",136,2022-02-14 11:32:39,PDF,,,,,,,,4,0.36,2,2,11.0,"… A number of metaverse have functions that allow users to … , one of the major usages in metaverse, present a system for … , is essentially different from metaverse, which is the research …",http://www.ice.ci.ritsumei.ac.jp/~ruck/PAP/iadis11.pdf,"https://scholar.google.com/scholar?q=related:a49sy30ggRcJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
4,"S Farjami, R Taguchi, KT Nakahira…",W-02 Problem Based Learning for Materials Science Education in Metaverse,2011.0,… 2011 JSEE Annual …,jstage.jst.go.jp,https://www.jstage.jst.go.jp/article/jseeen/2011/0/2011_20/_article/-char/ja/,"https://scholar.google.com/scholar?cites=6642021561179268673&as_sdt=2005&sciodt=0,5&hl=en",137,2022-02-14 11:32:39,,,,,,,,,4,0.36,1,4,11.0,"A ProblemBased LearningClassforMaterialsScienceand Engineering was planned inMetaverse (Second Life), Second Life isa virtual threedimensionalspace where avatars do …",https://www.jstage.jst.go.jp/article/jseeen/2011/0/2011_20/_pdf,"https://scholar.google.com/scholar?q=related:QWaTQGszLVwJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
3,HJ Kwon,Designing Metaverse Space for Sound and Vision: The Benefits of Co-creation Frameworks for Multiuser Communication Environment,2009.0,한국 HCI 학회: 학술대회논문집,koreascience.or.kr,https://www.koreascience.or.kr/article/CFKO200925752344786.page,"https://scholar.google.com/scholar?cites=1513399059914324508&as_sdt=2005&sciodt=0,5&hl=en",138,2022-02-14 11:32:39,,,,,,,,,3,0.23,3,1,13.0,"The interests and studies on co-creation activity in metaverse space, or MMO communication applications, increase sharply. The study performed the experiments on the participatory …",https://www.koreascience.or.kr/article/CFKO200925752344786.pdf,"https://scholar.google.com/scholar?q=related:HHqaOW2sABUJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
3,E Ayiter,(Re) Building proun# 5A in the metaverse,2014.0,2014 International Conference on Cyberworlds,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/6980790/,"https://scholar.google.com/scholar?cites=563186081297929445&as_sdt=2005&sciodt=0,5&hl=en",139,2022-02-14 11:32:39,,,,,,,,,3,0.38,3,1,8.0,"During the years of Suprematism, between 1919 and 1923 in Russia, one of the movement's most significant contributors, architect, artist and designer El Lissitzky developed a series of …",https://ieeexplore.ieee.org/iel7/6979352/6980723/06980790.pdf,"https://scholar.google.com/scholar?q=related:5RQ1zsHW0AcJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
3,"G Moretti, E Schlemmer",Virtual Learning Communities of Practice in Metaverse,2012.0,Virtual Worlds and Metaverse Platforms …,igi-global.com,https://www.igi-global.com/chapter/virtual-worlds-metaverse-platforms/55405,"https://scholar.google.com/scholar?cites=16446590429833676491&as_sdt=2005&sciodt=0,5&hl=en",140,2022-02-14 11:32:39,,,,,,,,,3,0.3,2,2,10.0,"Characteristic of the contemporaneous age, and taking advantage of the diffusion of digital technologies, virtual communities are diffusing in the organization’s culture such as places …",,"https://scholar.google.com/scholar?q=related:y0aTsNsGPuQJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",azerbaijani
0,"T Um, H Kim, H Kim, J Lee, C Koo…",Travel Incheon as a Metaverse: Smart Tourism Cities Development Case in Korea,2022.0,ENTER22 e-Tourism …,library.oapen.org,https://library.oapen.org/bitstream/handle/20.500.12657/52424/978-3-030-94751-4.pdf?sequence=1#page=232,,141,2022-02-14 11:32:39,PDF,,,,,,,,0,0.0,0,6,1.0,"… metaverse concept to check how Incheon implements a smart tourism city. Specifically, the metaverse … Along with an introduction to the case, how the concept of metaverse supports the …",https://library.oapen.org/bitstream/handle/20.500.12657/52424/978-3-030-94751-4.pdf?sequence=1#page=232,"https://scholar.google.com/scholar?q=related:JN-BK0APlUEJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
